--step-length 0.1 --lateral-resolution 0.8 -c /home/levente/Egyetem/7_felev/szakdoga/BAH/BAH0_smart.sumocfg --collision.action=warn --duration-log.statisticsRR.txt
Loading configuration... done.
Loading net-file from '/home/levente/Egyetem/7_felev/szakdoga/BAH/BAH0_smart.net.xml'... done (52ms).
Loading done.
Simulation started with time: 0.00
Step #0.00 (4ms ~= 25.00*RT, ~8750.00UPS, vehicles TOT 35 ACT 35 BUF 2)       
Step #79.60 (10ms ~= 10.00*RT, ~4400.00UPS, vehicles TOT 45 ACT 44 BUF 0)     
Step #79.70 (5ms ~= 20.00*RT, ~8800.00UPS, vehicles TOT 45 ACT 44 BUF 0)      
Step #79.80 (4ms ~= 25.00*RT, ~11000.00UPS, vehicles TOT 45 ACT 44 BUF 0)     
Step #79.90 (4ms ~= 25.00*RT, ~11000.00UPS, vehicles TOT 45 ACT 44 BUF 0)     
Step #80.00 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #80.10 (13ms ~= 7.69*RT, ~3461.54UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #80.20 (7ms ~= 14.29*RT, ~6428.57UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #80.30 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #80.40 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #80.50 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #80.60SAL_carflow4.0 has left junction 
 (7ms ~= 14.29*RT, ~6428.57UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #80.70 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #80.80 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #80.90 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #81.00 (16ms ~= 6.25*RT, ~2812.50UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #81.10 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #81.20 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #81.30SAL_carflow7.0 has left junction 
 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #81.40 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #81.50 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #81.60 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #81.70 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #81.80 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #81.90 (15ms ~= 6.67*RT, ~3000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #82.00 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #82.10 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #82.20 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #82.30 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #82.40 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #82.50 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #82.60 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #82.70 (14ms ~= 7.14*RT, ~3214.29UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #82.80 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #82.90 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #83.00 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #83.10 (13ms ~= 7.69*RT, ~3461.54UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #83.20 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #83.30 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #83.40 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #83.50 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #83.60 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #83.70SAL_carflow43.0 has left junction 
 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #83.80 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #83.90 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #84.00 (7ms ~= 14.29*RT, ~6428.57UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.10 (11ms ~= 9.09*RT, ~4090.91UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.20 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #84.30 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #84.40 (5ms ~= 20.00*RT, ~9000.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.50 (12ms ~= 8.33*RT, ~3750.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.60 (12ms ~= 8.33*RT, ~3750.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.70 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.80SAL_carflow44.0 has left junction 
 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #84.90 (17ms ~= 5.88*RT, ~2647.06UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #85.00SAL_carflow18.0 has left junction 
 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #85.10 (7ms ~= 14.29*RT, ~6428.57UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #85.20 (3ms ~= 33.33*RT, ~15000.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #85.30 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #85.40 (4ms ~= 25.00*RT, ~11250.00UPS, vehicles TOT 46 ACT 45 BUF 0)     
Step #85.50 (6ms ~= 16.67*RT, ~7500.00UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #85.60 (17ms ~= 5.88*RT, ~2647.06UPS, vehicles TOT 46 ACT 45 BUF 0)      
Step #85.70 (6ms ~= 16.67*RT, ~7666.67UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #85.80 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 47 ACT 46 BUF 0)     
Step #85.90SAL_carflow6.0 has left junction 
 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.00 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.10 (19ms ~= 5.26*RT, ~2421.05UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.20 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.30 (21ms ~= 4.76*RT, ~2190.48UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.40SAL_carflow45.0 has left junction 
 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.50SAL_carflow20.0 has left junction 
 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 47 ACT 46 BUF 0)     
Step #86.60 (19ms ~= 5.26*RT, ~2421.05UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.70 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.80 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #86.90 (7ms ~= 14.29*RT, ~6571.43UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.00 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.10 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.20 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.30 (12ms ~= 8.33*RT, ~3833.33UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.40 (24ms ~= 4.17*RT, ~1916.67UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.50 (15ms ~= 6.67*RT, ~3066.67UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.60 (19ms ~= 5.26*RT, ~2421.05UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #87.70 (55ms ~= 1.82*RT, ~836.36UPS, vehicles TOT 47 ACT 46 BUF 0)       
Step #87.80 (58ms ~= 1.72*RT, ~793.10UPS, vehicles TOT 47 ACT 46 BUF 0)       
Step #87.90 (58ms ~= 1.72*RT, ~793.10UPS, vehicles TOT 47 ACT 46 BUF 0)       
Step #88.00 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.10 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 47 ACT 46 BUF 0)     
Step #88.20 (29ms ~= 3.45*RT, ~1586.21UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.30 (23ms ~= 4.35*RT, ~2000.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.40 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.50 (27ms ~= 3.70*RT, ~1703.70UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.60 (23ms ~= 4.35*RT, ~2000.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.70 (16ms ~= 6.25*RT, ~2875.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.80 (32ms ~= 3.12*RT, ~1437.50UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #88.90 (27ms ~= 3.70*RT, ~1703.70UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.00SAL_carflow21.0 has left junction 
 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.10 (27ms ~= 3.70*RT, ~1703.70UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.20 (22ms ~= 4.55*RT, ~2090.91UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.30 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 47 ACT 46 BUF 0)     
Step #89.40 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.50 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.60 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.70 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.80 (41ms ~= 2.44*RT, ~1121.95UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #89.90 (23ms ~= 4.35*RT, ~2000.00UPS, vehicles TOT 47 ACT 46 BUF 0)      
Step #90.00 (47ms ~= 2.13*RT, ~1000.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.10 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.20 (25ms ~= 4.00*RT, ~1880.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.30SAL_carflow5.2 has left junction 
 (20ms ~= 5.00*RT, ~2350.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.40 (21ms ~= 4.76*RT, ~2238.10UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.50 (15ms ~= 6.67*RT, ~3133.33UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.60 (25ms ~= 4.00*RT, ~1880.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.70 (15ms ~= 6.67*RT, ~3133.33UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.80 (28ms ~= 3.57*RT, ~1678.57UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #90.90 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.00 (26ms ~= 3.85*RT, ~1807.69UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.10 (16ms ~= 6.25*RT, ~2937.50UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.20SAL_carflow25.0 has left junction 
 (25ms ~= 4.00*RT, ~1880.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.30 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.40SAL_carflow22.0 has left junction 
SAL_carflow26.0 has left junction 
 (11ms ~= 9.09*RT, ~4272.73UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.50 (23ms ~= 4.35*RT, ~2043.48UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.60 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.70 (19ms ~= 5.26*RT, ~2473.68UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.80 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #91.90 (13ms ~= 7.69*RT, ~3615.38UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.00 (25ms ~= 4.00*RT, ~1880.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.10 (27ms ~= 3.70*RT, ~1740.74UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.20 (12ms ~= 8.33*RT, ~3916.67UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.30 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.40 (23ms ~= 4.35*RT, ~2043.48UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.50SAL_carflow29.0 has left junction 
 (10ms ~= 10.00*RT, ~4700.00UPS, vehicles TOT 48 ACT 47 BUF 0)     
Step #92.60SAL_carflow2.1 has left junction 
 (19ms ~= 5.26*RT, ~2473.68UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.70SAL_carflow3.1 has left junction 
 (11ms ~= 9.09*RT, ~4272.73UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.80 (8ms ~= 12.50*RT, ~5875.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #92.90 (14ms ~= 7.14*RT, ~3357.14UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.00 (9ms ~= 11.11*RT, ~5222.22UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.10 (19ms ~= 5.26*RT, ~2473.68UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.20 (9ms ~= 11.11*RT, ~5222.22UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.30 (20ms ~= 5.00*RT, ~2350.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.40 (8ms ~= 12.50*RT, ~5875.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.50 (9ms ~= 11.11*RT, ~5222.22UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.60 (8ms ~= 12.50*RT, ~5875.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.70 (10ms ~= 10.00*RT, ~4700.00UPS, vehicles TOT 48 ACT 47 BUF 0)     
Step #93.80 (8ms ~= 12.50*RT, ~5875.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #93.90 (20ms ~= 5.00*RT, ~2350.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.00SAL_carflow5.3 has left junction 
SAL_carflow23.0 has left junction 
SAL_carflow30.0 has left junction 
 (10ms ~= 10.00*RT, ~4700.00UPS, vehicles TOT 48 ACT 47 BUF 0)     
Step #94.10 (9ms ~= 11.11*RT, ~5222.22UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.20 (19ms ~= 5.26*RT, ~2473.68UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.30SAL_carflow39.0 has left junction 
SAL_carflow26.1 has left junction 
 (8ms ~= 12.50*RT, ~5875.00UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.40 (9ms ~= 11.11*RT, ~5222.22UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.50 (7ms ~= 14.29*RT, ~6714.29UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.60 (21ms ~= 4.76*RT, ~2238.10UPS, vehicles TOT 48 ACT 47 BUF 0)      
Step #94.70 (24ms ~= 4.17*RT, ~1916.67UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #94.80 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #94.90SAL_carflow35.0 has left junction 
 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.00 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.10 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.20 (13ms ~= 7.69*RT, ~3538.46UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.30SAL_carflow31.0 has left junction 
 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.40 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.50 (19ms ~= 5.26*RT, ~2421.05UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.60 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.70 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.80 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #95.90SAL_carflow5.2 has left junction 
 (23ms ~= 4.35*RT, ~2000.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.00 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.10 (19ms ~= 5.26*RT, ~2421.05UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.20 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.30 (12ms ~= 8.33*RT, ~3833.33UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.40 (8ms ~= 12.50*RT, ~5750.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.50 (22ms ~= 4.55*RT, ~2090.91UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.60 (21ms ~= 4.76*RT, ~2190.48UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.70 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #96.80 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 48 ACT 46 BUF 0)     
Step #96.90 (16ms ~= 6.25*RT, ~2875.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.00 (16ms ~= 6.25*RT, ~2875.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.10 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.20 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.30 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 48 ACT 46 BUF 0)     
Step #97.40 (10ms ~= 10.00*RT, ~4600.00UPS, vehicles TOT 48 ACT 46 BUF 0)     
Step #97.50 (11ms ~= 9.09*RT, ~4181.82UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.60 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.70 (12ms ~= 8.33*RT, ~3833.33UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.80 (21ms ~= 4.76*RT, ~2190.48UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #97.90 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.00 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.10 (25ms ~= 4.00*RT, ~1840.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.20 (27ms ~= 3.70*RT, ~1703.70UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.30 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.40 (13ms ~= 7.69*RT, ~3538.46UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.50 (26ms ~= 3.85*RT, ~1769.23UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.60 (22ms ~= 4.55*RT, ~2090.91UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.70 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.80 (16ms ~= 6.25*RT, ~2875.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #98.90 (25ms ~= 4.00*RT, ~1840.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.00 (19ms ~= 5.26*RT, ~2421.05UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.10 (20ms ~= 5.00*RT, ~2300.00UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.20 (17ms ~= 5.88*RT, ~2705.88UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.30 (26ms ~= 3.85*RT, ~1769.23UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.40 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.50 (26ms ~= 3.85*RT, ~1769.23UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.60 (14ms ~= 7.14*RT, ~3285.71UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.70 (26ms ~= 3.85*RT, ~1769.23UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.80 (9ms ~= 11.11*RT, ~5111.11UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #99.90 (22ms ~= 4.55*RT, ~2090.91UPS, vehicles TOT 48 ACT 46 BUF 0)      
Step #100.00 (10ms ~= 10.00*RT, ~4800.00UPS, vehicles TOT 50 ACT 48 BUF 0)    
Step #100.10 (10ms ~= 10.00*RT, ~4800.00UPS, vehicles TOT 50 ACT 48 BUF 0)    
Step #100.20 (11ms ~= 9.09*RT, ~4363.64UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #100.30 (23ms ~= 4.35*RT, ~2086.96UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #100.40 (10ms ~= 10.00*RT, ~4800.00UPS, vehicles TOT 50 ACT 48 BUF 0)    
Step #100.50 (23ms ~= 4.35*RT, ~2086.96UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #100.60SAL_carflow27.0 has left junction 
 (9ms ~= 11.11*RT, ~5333.33UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #100.70 (11ms ~= 9.09*RT, ~4363.64UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #100.80 (10ms ~= 10.00*RT, ~4800.00UPS, vehicles TOT 50 ACT 48 BUF 0)    
Step #100.90 (23ms ~= 4.35*RT, ~2086.96UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.00 (12ms ~= 8.33*RT, ~4000.00UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.10SAL_carflow19.1 has left junction 
SAL_carflow22.0 has left junction 
 (25ms ~= 4.00*RT, ~1920.00UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.20 (15ms ~= 6.67*RT, ~3200.00UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.30 (26ms ~= 3.85*RT, ~1846.15UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.40 (15ms ~= 6.67*RT, ~3200.00UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.50 (26ms ~= 3.85*RT, ~1846.15UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.60 (15ms ~= 6.67*RT, ~3200.00UPS, vehicles TOT 50 ACT 48 BUF 0)     
Step #101.70SAL_carflow38.0 has left junction 
 (26ms ~= 3.85*RT, ~1807.69UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #101.80 (15ms ~= 6.67*RT, ~3133.33UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #101.90SAL_carflow41.0 has left junction 
 (28ms ~= 3.57*RT, ~1678.57UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.00 (16ms ~= 6.25*RT, ~2937.50UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.10 (26ms ~= 3.85*RT, ~1807.69UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.20 (16ms ~= 6.25*RT, ~2937.50UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.30 (27ms ~= 3.70*RT, ~1740.74UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.40 (17ms ~= 5.88*RT, ~2764.71UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.50 (26ms ~= 3.85*RT, ~1807.69UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.60 (25ms ~= 4.00*RT, ~1880.00UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.70 (18ms ~= 5.56*RT, ~2611.11UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.80 (17ms ~= 5.88*RT, ~2764.71UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #102.90 (27ms ~= 3.70*RT, ~1740.74UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #103.00 (27ms ~= 3.70*RT, ~1740.74UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #103.10 (15ms ~= 6.67*RT, ~3133.33UPS, vehicles TOT 50 ACT 47 BUF 0)     
Step #103.20 (19ms ~= 5.26*RT, ~2473.68UPS, vehicles TOT 50 ACT 47 BUF 0)     
